label_num,cleaned_text,original_length
0,yes princess toledo,23
1,as a valued customer i am pleased to rede you that following recent review of your mob no you are awarded with a bonus prize call,151
1,urgent urgentwe have free flights to europe to give away call b september and take your friends for freecall now to claim on bannfwflyppm,169
0,your dad is back in ph,24
1,bangbabes ur order is on the way uracil should receive a service msg download ur content if uracil do not goto wap bangb tv on ur mobile internetservice menu,165
0,that depends how would you like to be treated,51
1,messages important information for o userstoday is your lucky day find out why log in to linktoken there is a pleasant surprise waiting for you,163
0,pls go ahead with watts i just wanted to be sure do have a great weekend abiola,83
0,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,99
1,p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias oregon poly charity for polys zed profit charity,164
1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c validhrs only,158
1,private your history statement for show unredeemed s i m points call identifier code expires,134
0,s reach home call me,24
0,ok anyway no need to change with what you said,47
0,dont know you bring some food,30
0,u buy newspapers already,26
0,usf i guess might as well take car,38
0,just making dinner you,26
1,guaranteed emergency prize still unclaimedcall now closing date claim code mm pmmorefrommobilebremovedmobypoboxlsyf,159
1,ree entry in a weekly comprehensive examination for a opportunity to win an ipod txt pod to to get entry std txt rate tcs apply for details,168
0,the last thing i ever wanted to do was hurt you and i didnt think it would have youd laugh be embarassed delete the tag and keep going but as far as i knew it wasnt even up the fact that you even felt like i would do it to hurt you shows you really dont know me at all it was messy wednesday but it wasnt bad the problem i have with it is you have the time to clean it but you choose not to you skype you take pictures you sleep you want to go out i dont mind a few things here and there but when you dont make the bed when you throw laundry on top of it when i cant have a friend in the house because im embarassed that theres underwear and bras strewn on the bed pillows on the floor thats something else you used to be good about at least making the bed,791
0,water logging in desert geoenvironmental implications,56
1,sms services for your inclusive text credits pls gotto linktoken login qxj unsubscribe with stop no extra charge aid comukcm ae,151
0,r u saying i should re order the slippers cos i had to pay for returning it,77
0,what is this hex place you talk of explain,47
1,urgent we are trying to contact u todays draw shows that you rich person won angstrom prize guaranteed call from land line claim m validhrs only,171
0,yup leaving right now be back soon,37
0,s but not able to sleep,25
0,wheres mummys boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm,123
1,you have won a guaranteed cash or a prizeto claim year prize call our customer service representative on,119
1,someone u know has asked our dating service contact you cant guess who call now all will beryllium revealed pobox lshb p,145
1,urgent we are trying to contact you stopping point weekends draw shows that you have won a prize guaranteed call claim code k valid hours only,169
0,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,143
0,you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont ive looked up to you since i was young and i still do have a great day,246
1,final notice claim your gift card now act fast,49
1,you are a winner uracil have been specially selected receive cash oregon a holiday flights inc speak to a live operator claim,155
0,ya ok vikky vl c witin ltgt mins and il reply u,57
0,then wait me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,108
0,from to only my work timing,33
1,urgent message regarding your free voucher contact us immediately,67
0,gr so how do you handle the victoria island traffic plus whens the album due,81
0,do have a nice day today i love you so dearly,48
1,you are guaranteed to receive the latest nokia phone a gb ipod mp player or a prize worth from editor collect to number tcllc nyusa pmt msgrcvd,182
1,u have won angstrom nokia asset angstrom free digital camera this is what u get when u win our free auction to take part send nokia to now poboxtcrw,173
0,u still going to the mall,27
1,text meet someone sexy today u can discovery a date or even flirt its up to u join just p reply with name age eg surfacetoair missile msg recdthirtyeight pence,181
0,check with nuerologist,24
0,dunno lei he neva say,25
0,thanks for sending this mental ability question,50
0,think da you wil do,24
0,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is ltgt k help pls i will load d card abi hwkeep me posted luv mj,155
0,ard lor i ok then message lor,39
0,only saturday and sunday holiday so its very difficult,57
1,you won tkts in euro cup finals or cash to receive call b pobox ppm,105
1,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,159
